"NL416W","Nguyên liệu vàng 416 trắng","10K","41.60%","","","","","","","","14/01/2026","14","14/02/2026","14","14/04/2026","14","14/05/2026","14","14/06/2026","14"
"NL650Y","Nguyên liệu vàng 61K vàng","65K","65.00%","","","","","","","","15/01/2026","15","15/02/2026","15","15/04/2026","15","15/05/2026","15","15/06/2026","15"
"NL610R","Nguyên liệu vàng 61K vàng","61K","61.00%","","","","","","","","16/01/2026","16","16/02/2026","16","16/04/2026","16","16/05/2026","16","16/06/2026","16"
"NLPT900","Nguyên liệu PT","PT90","90.00%","","","","","","","","17/01/2026","17","17/02/2026","17","17/04/2026","17","17/05/2026","17","17/06/2026","17"
"NL-PD-PT950","Nguyên liệu PT","PT95-PD","95.00%","","","","","","","","18/01/2026","18","18/02/2026","18","18/04/2026","18","18/05/2026","18","18/06/2026","18"
"NLPT9999","Nguyên liệu PT","PT9999","99.99%","","","","","","","","19/01/2026","19","19/02/2026","19","19/04/2026","19","19/05/2026","19","19/06/2026","19"
"NL-PD-PT900","Nguyên liệu PT","PT90-PD","90.00%","","","","","","","","20/01/2026","20","20/02/2026","20","20/04/2026","20","20/05/2026","20","20/06/2026","20"
"VUNSXPT900","Vụn sản xuất PT","PT90","90.00%","","","","","","","","21/01/2026","21","21/02/2026","21","21/04/2026","21","21/05/2026","21","21/06/2026","21"
"VUN-PD-PT900","Vụn PT900-PD","PT90","90.00%","","","","","","","","22/01/2026","22","22/02/2026","22","22/04/2026","22","22/05/2026","22","22/06/2026","22"
"NLKHAC","Nguyên liệu khác","","","","","","","","","","23/01/2026","23","23/02/2026","23","23/04/2026","23","23/05/2026","23","23/06/2026","23"
"VUN750W","Nguyên liệu vụn vàng 750 trắng","18K","75.00%","","","","","","","","24/01/2026","24","24/02/2026","24","24/04/2026","24","24/05/2026","24","24/06/2026","24"
"VUN750Y","Nguyên liệu vụn vàng 750 vàng","18K","75.00%","","","","","","","","25/01/2026","25","25/02/2026","25","25/04/2026","25","25/05/2026","25","25/06/2026","25"
"VUN750R","Nguyên liệu vụn vàng 750 hồng","18K","75.00%","","","","","","","","26/01/2026","26","26/02/2026","26","26/04/2026","26","26/05/2026","26","26/06/2026","26"
"VUN610Y","Nguyên liệu vụn vàng 610 vàng","61K","61.00%","","","","","","","","27/01/2026","27","27/02/2026","27","27/04/2026","27","27/05/2026","27","27/06/2026","27"
"VUN610W","Nguyên liệu vụn vàng 610 trắng","61K","61.00%","","","","","","","","28/01/2026","28","28/02/2026","28","28/04/2026","28","28/05/2026","28","28/06/2026","28"
"DENL750W","Nguyên liệu dẻ nguyên liệu 750 trắng","18K","75.00%","","","","","","","","29/01/2026","29","","","29/04/2026","29","29/05/2026","29","29/06/2026","29"
"DENL750Y","Nguyên liệu dẻ nguyên liệu 750 vàng","18K","75.00%","","","","","","","","30/01/2026","30","","","30/04/2026","30","30/05/2026","30","30/06/2026","30"
"DENL750R","Nguyên liệu dẻ nguyên liệu 750 hồng","18K","75.00%","","","","","","","","31/01/2026","31","","","","","31/05/2026","31","",""
"DENL610W","Nguyên liệu dẻ nguyên liệu 610 trắng","61K","61.00%","","","","","","","","","","","","","","","","",""
"DENL610Y","Nguyên liệu dẻ nguyên liệu 610 vàng","61K","61.00%","","","","","","","","","","","","","","","","",""
"DENL610R","Nguyên liệu dẻ nguyên liệu 610 hồng","61K","61.00%","","","","","","","","","","","","","","","","",""
"NLBACPK","Nguyên liệu bạc phân kim","HHBAC","97.00%","","","","","","","","","","","","","","","","",""
"NLBAC92","Nguyên liệu bạc 92","HHBAC","92.00%","","","","","","","","","","","","","","","","",""
"VUNTH750W","Vụn thợ vàng 750 trắng","18K","75.00%","","","","","","","","","","","","","","","","",""
"VUNTH750Y","Vụn thợ vàng 750 vàng","18K","75.00%","","","","","","","","","","","","","","","","",""
"VUNTH750R","Vụn thợ vàng 750 hồng","18K","75.00%","","","","","","","","","","","","","","","","",""
"VUNTH680Y","Vụn thợ vàng 680 vàng","68K","68.00%","","","","","","","","","","","","","","","","",""
"VUNTH610W","Vụn thợ vàng 610 trắng","61K","61.00%","","","","","","","","","","","","","","","","",""
"VUNTH610Y","Vụn thợ vàng 610 vàng","61K","61.00%","","","","","","","","","","","","","","","","",""
"VUNTH610R","Vụn thợ vàng 610 hồng","61K","61.00%","","","","","","","","","","","","","","","","",""
"VUNSX23K","Vụn sản xuất vàng 23K","23K","95.83%","","","","","","","","","","","","","","","","",""
"VUNSX750W","Vụn sản xuất vàng 750 trắng","18K","75.00%","","","","","","","","","","","","","","","","",""
"VUNSX750Y","Vụn sản xuất vàng 750 vàng","18K","75.00%","","","","","","","","","","","","","","","","",""
"VUNSX750R","Vụn sản xuất vàng 750 hồng","18K","75.00%","","","","","","","","","","","","","","","","",""
"VUNSX610W","Vụn sản xuất vàng 610 trắng","61K","61.00%","","","","","","","","","","","","","","","","",""
"VUNSX610Y","Vụn sản xuất vàng 610 vàng","61K","61.00%","","","","","","","","","","","","","","","","",""
"VUNSX610R","Vụn sản xuất vàng 610 hồng","61K","61.00%","","","","","","","","","","","","","","","","",""
"VUNSX416W","Vụn sản xuất vàng 416 trắng","10K","41.60%","","","","","","","","","","","","","","","","",""
"VUNSXBAC925","Vụn sản xuất bạc 925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"VUNNAU680Y","Nguyên liệu vàng 68K vàng","68K","68.00%","","","","","","","","","","","","","","","","",""
"VUNNAU750W","Nguyên liệu vàng 75K vàng","18K","75.00%","","","","","","","","","","","","","","","","",""
"B. NVL: PHỤ KIỆN KHÓA","","","","","","","","","","","","","","","","","","","",""
"PKBAC925BAS","Phụ kiện bass BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"PK24KKGN","Phụ kiện 24K khóa giọt nước","24K","99.99%","","","","","","","","","","","","","","","","",""
"PK750YKT","Phụ kiện khóa tròn 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750YKGN","Phụ kiện khóa giọt nước 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750YKCC","Phụ kiện khóa càng cua 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WKT","Phụ kiện khóa tròn 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WKGN","Phụ kiện khóa giọt nước 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WLL","Phụ kiện lưỡi lam 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WKCC","Phụ kiện khóa càng cua 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750RKT","Phụ kiện khóa tròn 18KH","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750RKGN","Phụ kiện khóa giọt nước 18KH","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK680YBAS","Phụ kiện bass 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"PK680YBAST","Phụ kiện bass tròn 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"PK680YLL","Phụ kiện lưỡi lam 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"PK680YCK","Phụ kiện chỉ khoen 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BOTDUA680Y","Bột dũa 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"PK680YKGN","Phụ kiện khóa giọt nước 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"PK680YCO","Phụ kiện cò khóa 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"VUNSX680Y","Vụn sản xuất 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"VUNSX708R","Vụn sản xuất 708R","17K","70.80%","","","","","","","","","","","","","","","","",""
"PK610YKT","Phụ kiện khóa tròn 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610YKCC","Phụ kiện khóa càng cua 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610YKGN","Phụ kiện khóa giọt nước 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610WKT","Phụ kiện khóa tròn 610KT","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610WKGN","Phụ kiện khóa giọt nước 610KT","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610WCO","Phụ kiện cò khóa 610KT","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610RKT","Phụ kiện khóa tròn 610KH","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610RKGN","Phụ kiện khóa giọt nước 610KH","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK416WKGN","Phụ kiện khóa giọt nước 10KT","10K","41.60%","","","","","","","","","","","","","","","","",""
"PK416WCO","Phụ kiện cò khóa 416 trắng","10K","41.60%","","","","","","","","","","","","","","","","",""
"PKPT900KGN","Phụ kiện khóa giọt nước PT900","PT90","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT950KGN","Phụ kiện khóa giọt nước PT950","PT95-PD","95.00%","","","","","","","","","","","","","","","","",""
"PKPT900CO","Phụ kiện cò khóa PT900","PT90","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT950CO","Phụ kiện cò khóa PT950","PT95-PD","95.00%","","","","","","","","","","","","","","","","",""
"PKBAC925KGN","Phụ kiện khóa giọt nước BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"PKBAC925CK","Phụ kiện chỉ khoen BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"PK-PD-PT900CK","Phụ kiện chỉ khoen PT900-PD","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT900KGN","Phụ kiện khóa giọt nước PT900-PD","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT900CO","Phụ kiện cò khóa PT900-PD","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT900LL","Phụ kiện lưỡi lam PT900-PD","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT900BAS","Phụ kiện bas PT900-PD","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"C. NVL: PHỤ KIỆN CHỈ KHÓA/BASS","","","","","","","","","","","","","","","","","","","",""
"PK750YCK","Chỉ khoen 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WCK","Chỉ khoen 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750RCK","Chỉ khoen 18KH","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK610YCK","Chỉ khoen 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610WCK","Chỉ khoen 610KT","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610RCK","Chỉ khoen 610KH","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK610YCO","Cò khóa 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK416WCK","Chỉ khoen 10KW","10K","41.60%","","","","","","","","","","","","","","","","",""
"PKBSD750Y","Bass dẹp 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"BASS750KW","Bass 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"BASS750KR","Bass 18KR","18K","75.00%","","","","","","","","","","","","","","","","",""
"PKBK750Y","Bông khoen đầu 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"PKBSD610W","Bass dẹp 610 trắng","61K","61.00%","","","","","","","","","","","","","","","","",""
"PKBSD610Y","Bass dẹp 610 vàng","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK750YLL","Lưỡi lam 750Y","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK610YLL","Lưỡi lam 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT950LL","Lưỡi lam PT950","PT95-PD","95.00%","","","","","","","","","","","","","","","","",""
"PK610WBAS","Bass dẹp 610 trắng","61K","61.00%","","","","","","","","","","","","","","","","",""
"PK750WBAS","Bass dẹp 750 trắng","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WBAST","Bass dẹp 750 trắng","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WBASV","Bass vòng 750 trắng","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750YBAS","Bass dẹp 750 vàng","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750YCO","Phụ kiện cò khóa 750 vàng","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK750WCO","Phụ kiện cò khóa 750 trắng","18K","75.00%","","","","","","","","","","","","","","","","",""
"PK610YBAS","Bass dẹp 610 vàng","61K","75.00%","","","","","","","","","","","","","","","","",""
"PK610YBAST","Bass tròn 610 vàng","61K","75.00%","","","","","","","","","","","","","","","","",""
"PKBAC925LL","Lưỡi lam BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"PKBAC925CO","Phụ kiện cò khóa BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"PKBAC925BAST","Phụ kiện bas tròn BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"PKPT900BAS","Bass dẹp PT900","PT90","90.00%","","","","","","","","","","","","","","","","",""
"PKPT900LL","Lưỡi lam PT900","PT90","90.00%","","","","","","","","","","","","","","","","",""
"PK-PD-PT950CK","Chỉ khoen PT950","PT95-PD","95.00%","","","","","","","","","","","","","","","","",""
"PKPT900CK","Chỉ khoen PT900","PT90","90.00%","","","","","","","","","","","","","","","","",""
"PK24KBAS","Bass dẹp 24K","24K","99.99%","","","","","","","","","","","","","","","","",""
"PK416WBAS","Bass dẹp 10K","10K","41.60%","","","","","","","","","","","","","","","","",""
"PK416WLL","Lưỡi lam 10K","10K","41.60%","","","","","","","","","","","","","","","","",""
"D. NVL: VỤN/BỌT","","","","","","","","","","","","","","","","","","","",""
"BOT24K","Nguyên liệu bột 24K","24K","99.99%","","","","","","","","","","","","","","","","",""
"BOT23K","Nguyên liệu bột 23K","23K","95.83%","","","","","","","","","","","","","","","","",""
"BOT750W","Nguyên liệu bột 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOT750Y","Nguyên liệu bột 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOT750R","Nguyên liệu bột 18KH","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOT708R","Nguyên liệu bột 17KH","17K","70.80%","","","","","","","","","","","","","","","","",""
"BOT680Y","Nguyên liệu bột 680Y","68K","68.00%","","","","","","","","","","","","","","","","",""
"BOT610W","Nguyên liệu bột 610KT","61K","61.00%","","","","","","","","","","","","","","","","",""
"BOT610Y","Nguyên liệu bột 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"BOT610R","Nguyên liệu bột 610KH","61K","61.00%","","","","","","","","","","","","","","","","",""
"BOT416W","Nguyên liệu bột 10KT","10K","41.60%","","","","","","","","","","","","","","","","",""
"BOTBAC925","Bột BAC925","BAC925","92.50%","","","","","","","","","","","","","","","","",""
"BOTTD750W","Nguyên liệu bột thợ, 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOTTD750Y","Nguyên liệu bột thợ, 18KY","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOTTD610Y","Nguyên liệu bột thợ, 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"BOTTD680Y","Nguyên liệu bột thợ, 680KV","68K","68.00%","","","","","","","","","","","","","","","","",""
"BOTDUA750Y","Bột dũa 750Y","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOTDUA750R","Bột dũa 750R","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOTDUA610Y","Bột dũa 610Y","61K","61.00%","","","","","","","","","","","","","","","","",""
"BOTDUA750W","Bột dũa 750W","18K","75.00%","","","","","","","","","","","","","","","","",""
"BOTPT900","Bột PT900","PT90","90.00%","","","","","","","","","","","","","","","","",""
"VUNHEO","Vụn khác","","","","","","","","","","","","","","","","","","",""
"BOT-PD-PT950","Bột PT950","PT95-PD","95.00%","","","","","","","","","","","","","","","","",""
"BOT-PD-PT900","Bột PT900-PD","PT90-PD","90.00%","","","","","","","","","","","","","","","","",""
"E. NVL: VH","","","","","","","","","","","","","","","","","","","",""
"VH24K","Nguyên liệu vảy hàn 24K","24K","99.99%","","","","","","","","","","","","","","","","",""
"VH750W","Nguyên liệu vảy hàn 18KT","18K","75.00%","","","","","","","","","","","","","","","","",""
"VH750Y","Nguyên liệu vảy hàn 18KV","18K","75.00%","","","","","","","","","","","","","","","","",""
"VH750H","Nguyên liệu vảy hàn 18KH","18K","75.00%","","","","","","","","","","","","","","","","",""
"VH680Y","Nguyên liệu vảy hàn 68KV","68K","68.00%","","","","","","","","","","","","","","","","",""
"VH610W","Nguyên liệu vảy hàn 610KT","61K","61.00%","","","","","","","","","","","","","","","","",""
"VH610Y","Nguyên liệu vảy hàn 610KV","61K","61.00%","","","","","","","","","","","","","","","","",""
"VH610R","Nguyên liệu vảy hàn 610KH","61K","61.00%","","","","","","","","","","","","","","","","",""
"F. NVL: LỖI","","","","","","","","","","","","","","","","","","","",""
"L24K","Nguyên liệu lỗi 24K","24K","99.99%","","","","","","","","","","","","","","","","",""
"L18K","Nguyên liệu lỗi 18K","18K","75.00%","","","","","","","","","","","","","","","","",""
"L68K","Nguyên liệu lỗi 68K","68K","68.00%","","","","","","","","","","","","","","","","",""
"L61K","Nguyên liệu lỗi 61K","61K","61.00%","","","","","","","","","","","","","","","","",""
"II. SẢN PHẨM","","","","","","","","","","","","","","","","","","","",""
"A1. BTP-DÂY ĐAN","","","","","","","","","","","","","","","","","","","",""
"1. Vàng 24K","","","","","","","","","","","","","","","","","","","",""
"A2. BTP-BI","","","","","","","","","","","","","","","","","","","",""
"1. Vàng 24K","","","","","","","","","","","","","","","","","","","",""
"2. Vàng 18K","","","","","","","","","","","","","","","","","","","",""
"B750Y20TR","Bán thành phẩm bi 2.0 vàng 18KV, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y20CR","Bán thành phẩm bi 2.0 vàng 18KV, bi caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y20XY","Bán thành phẩm bi 2.0 vàng 18KV, bi xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y25TR","Bán thành phẩm bi 2.5 vàng 18KV, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750R20XY","Bán thành phẩm bi 2.5 vàng 18KR, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y25XY","Bán thành phẩm bi 2.5 vàng 18KV, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y25CR","Bán thành phẩm bi 2.5 vàng 18KV, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W20TR","Bán thành phẩm bi 2.0 vàng 18KT, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W20CR","Bán thành phẩm bi 2.0 vàng 18KT, caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W25TR","Bán thành phẩm bi 2.5 vàng 18KT, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W25XY","Bán thành phẩm bi 2.5 vàng 18KT, bi xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W25CC","Bán thành phẩm bi 2.5 vàng 18KT, bi chữ C","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W30XY","Bán thành phẩm bi 3.0 vàng 18KT, bi xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W30CC","Bán thành phẩm bi 3.0 vàng 18KT, bi chữ C","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W40CN","Bán thành phẩm bi 4.0 vàng 18KT, bi ngang","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W40LD","Bán thành phẩm bi 4.0 vàng 18KT, bi lồng đèn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W40CC","Bán thành phẩm bi 4.0 vàng 18KT, bi chữ C","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y30TR","Bán thành phẩm bi 3.0 vàng 18KV, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y30XY","Bán thành phẩm bi 3.0 vàng 18KV, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y30XF","Bán thành phẩm bi 3.0 vàng 18KV, kiểu xoáy full","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y30CS","Bán thành phẩm bi 3.0 vàng 18KV, kiểu chữ S","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y30CR","Bán thành phẩm bi 3.0 vàng 18KV, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y50CM","Bán thành phẩm bi 5.0 vàng 18KV, kiểu chữ M","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y50XY","Bán thành phẩm bi 5.0 vàng 18KV, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y50CS","Bán thành phẩm bi 5.0 vàng 18KV, kiểu chữ S","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40TR","Bán thành phẩm bi 4.0 vàng 18KV, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40CN","Bán thành phẩm bi 4.0 vàng 18KV, kiểu cắt ngang","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40NF","Bán thành phẩm bi 4.0 vàng 18KV, kiểu cắt ngang full","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40CC","Bán thành phẩm bi 4.0 vàng 18KV, kiểu chữ C","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40LD","Bán thành phẩm bi 4.0 vàng 18KV, kiểu lồng đèn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40NO","Bán thành phẩm bi 4.0 vàng 18KV, kiểu nơ","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40HC","Bán thành phẩm bi 4.0 vàng 18KV, kiểu hảo châu","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40CR","Bán thành phẩm bi 4.0 vàng 18KV, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40SN","Bán thành phẩm bi 4.0 vàng 18KV, kiểu sọc ngang","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40CS","Bán thành phẩm bi 4.0 vàng 18KV, kiểu chữ S","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y40XY","Bán thành phẩm bi 4.0 vàng 18KV, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W20TR","Bán thành phẩm bi 2.0 vàng 18KT, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W30TR","Bán thành phẩm bi 3.0 vàng 18KT, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W30LD","Bán thành phẩm bi 3.0 vàng 18KT, bi lồng đèn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W50TR","Bán thành phẩm bi 5.0 vàng 18KT, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W50CR","Bán thành phẩm bi 5.0 vàng 18KT, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W50CS","Bán thành phẩm bi 5.0 vàng 18KT, kiểu S","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W50CM","Bán thành phẩm bi 5.0 vàng 18KT, kiểu M","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y50CR","Bán thành phẩm bi 5.0 vàng 18KT, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60TR","Bán thành phẩm bi 6.0 vàng 18KV, bi trơn","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60KC","Bán thành phẩm bi 6.0 vàng 18KV, kiểu kim cương","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60XF","Bán thành phẩm bi 6.0 vàng 18KV, kiểu xoáy full","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60NF","Bán thành phẩm bi 6.0 vàng 18KV, kiểu ngang full","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60SF","Bán thành phẩm bi 6.0 vàng 18KV, kiểu sọc ngang full","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60CR","Bán thành phẩm bi 6.0 vàng 18KV, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60CN","Bán thành phẩm bi 6.0 vàng 18KV, kiểu cắt ngang","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60XY","Bán thành phẩm bi 6.0 vàng 18KV, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60CS","Bán thành phẩm bi 6.0 vàng 18KV, kiểu chữ S","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750Y60CM","Bán thành phẩm bi 6.0 vàng 18KV, kiểu chữ M","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W60CR","Bán thành phẩm bi 6.0 vàng 18KT, kiểu caro","18K","75.00%","","","","","","","","","","","","","","","","",""
"B750W60XY","Bán thành phẩm bi 6.0 vàng 18KT, kiểu xoáy","18K","75.00%","","","","","","","","","","","","","","","","",""
